mean,max,min,std,ft_400HHz,ft_800HHz,ft_1200HHz,ft_1600HHz,ft_2000HHz,ft_2400HHz,ft_2800HHz,ft_3200HHz,ft_3600HHz,ft_4000HHz,ft_4400HHz,ft_4800HHz,ft_5200HHz,ft_5600HHz,ft_6000HHz,ft_6400HHz,ft_6800HHz,ft_7200HHz,ft_7600HHz,ft_8000HHz,ft_8400HHz,ft_8800HHz,ft_9200HHz,ft_9600HHz,ft_10000HHz,ft_10400HHz,ft_10800HHz,ft_11200HHz,ft_11600HHz,ft_12000HHz,ft_12400HHz,ft_12800HHz,ft_13200HHz,ft_13600HHz,ft_14000HHz,ft_14400HHz,ft_14800HHz,ft_15200HHz,ft_15600HHz,ft_16000HHz,ft_16400HHz,ft_16800HHz,ft_17200HHz,ft_17600HHz,ft_18000HHz,ft_18400HHz,ft_18800HHz,ft_19200HHz,ft_19600HHz,ft_20000HHz,label
-0.03667125,48.0,-34.0,13.557195735710561,9378029.242908157,388928.0819786849,62837.99936005047,16900.75752580033,101593.79231366003,21443.240107552265,0.0,90005.21544664618,296635.96533302346,1328632.3937065862,182326.3908150426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48449.44699997488,286332.25843112037,0.0,0.0,0.0,185842.6862393271,673309.2742617341,749725.763921529,0.0,0.0,0.0,70788.74428174828,0.0,0.0,318276.4034554393,0.0,0.0,0.0,0.0,0.0,0.0,202555.551414199,0.0,0.0,0.0,0.0,0.0,1.0
0.700215,31.0,-31.0,15.498277943034475,22028643.45553731,254238.05499745093,141166.1200084404,60182.67857709953,48711.61408221583,0.0,209802.5182471765,3347202.581406066,38150.951608900985,12351.235023215288,0.0,0.0,0.0,0.0,0.0,167042.71949051222,0.0,0.0,821082.3622826355,0.0,0.0,0.0,0.0,584875.1481760143,229206.89582230864,0.0,0.0,0.0,169001.6000020866,3354502.474014665,38574.33056015069,0.0,0.0,0.0,122134.20260487808,0.0,0.0,52729.66394671504,74461.17305507531,0.0,0.0,0.0,0.0,0.0,15279.232214830106,0.0,0.0,0.0,0.0,0.0,0.0
-1.4312175,127.0,-128.0,15.666974046869694,17494338.247610074,3069829.73880135,4026874.1913879295,1079956.556413407,166381.6284223358,106160.15095139651,75554.59076779967,1152957.361771699,48208.7422344797,9844.322547522026,0.0,0.0,0.0,0.0,572184.6810687777,85283.7978886578,0.0,0.0,1651669.5970081813,0.0,0.0,0.0,0.0,457231.2432926752,906972.8077168793,0.0,0.0,79633.37625944901,31095.287961761765,420098.22140918224,81153.22384815325,19725.45099405682,30802.930253960323,3578453.62265992,610121.5833660695,0.0,0.0,22385.902558399415,7912557.123492956,3553842.5007060873,1422498.0179732328,0.0,0.0,728401.0143722425,93333.53956649,0.0,0.0,0.0,0.0,145729.94399262063,1.0
0.6568575,127.0,-128.0,17.005184788619054,16160007.708854394,1526630.4841626438,1667698.1078160699,474121.3137434703,12255.33535119105,93730.20461169418,21530.084360372814,1114180.02726636,24211.0513729453,0.0,0.0,0.0,0.0,11052.799042933366,890163.4126582064,53844.155231641416,0.0,11257.712565924701,2693741.8550353106,175138.18818003335,183602.3720262089,0.0,21375.066682656252,678977.8401604146,1258191.0513560097,37839.290595595376,289422.80867517705,714603.8985613519,70037.45344115514,472325.07316117006,393875.292445758,365119.39485033636,22002.270921844076,70120.22537381666,50324.572372510534,0.0,0.0,21899.090022280172,21744.333850587533,58412.63604692803,57978.66688423168,22965.43001858168,147046.82172542633,117648.55684568593,159686.2092291924,43237.842773660595,11510.318393685642,11599.35286834268,0.0,23027.715037396025,1.0
-0.6591625,127.0,-128.0,16.69863979054304,14755224.702949842,292112.7234353513,941979.6920746301,268979.0544678528,11014.478287938276,0.0,0.0,711483.6986302828,0.0,0.0,0.0,0.0,0.0,0.0,333827.93851897283,39253.90612186204,0.0,0.0,986820.0421510618,0.0,0.0,0.0,0.0,166536.11341156287,624028.4954323561,0.0,0.0,0.0,0.0,245640.01232169388,12291.686435600091,0.0,0.0,1326090.4378116003,70228.9205560745,0.0,0.0,67610.81301901717,2021832.6723438727,3602262.09618614,311943.34104956244,0.0,0.0,340693.0327961721,445337.71816740814,32183.37813367532,12549.193599051063,0.0,0.0,82967.97999551133,1.0
-0.9887475,32.0,-46.0,14.18209257464959,10559543.93795152,280194.8899681389,79939.21155348499,165572.34879955882,62423.98530934565,20536.79490412353,0.0,8920.942433864155,50866.60397685136,649202.0981250119,149303.39235862542,0.0,0.0,0.0,1428860.9542705668,415078.8348831378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39053.69352912286,224556.80318127535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.18563125,27.0,-31.0,13.179965740789864,9296949.202476256,385575.3123721839,89398.65199534586,162589.37318108953,60028.24724857194,20738.394567829255,0.0,28777.947007594754,90827.24976608413,739880.53729674,127096.90178404115,0.0,0.0,0.0,576039.4680545015,289311.8914913898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37858.82125500575,162777.31889509576,0.0,0.0,0.0,0.0,8248.680114775381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0266975,44.0,-40.0,13.929623641237125,9829034.8982347,399459.5855608026,81120.6400423224,185445.62316136895,74738.02561248236,22558.411121491903,0.0,29581.204966239282,90863.56527145494,870115.9629945699,150682.8863849395,0.0,0.0,0.0,867554.7283946862,334280.66878102114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39114.9513818524,171576.26386776334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.05663875,57.0,-55.0,14.28937729696007,9891896.86575247,391302.0762320756,157174.93037757638,200707.73087625604,92863.93009433837,0.0,0.0,41572.01162894002,214127.39638836498,1312788.918591394,218959.72690749794,0.0,0.0,0.0,30875.63496221897,22730.58447654154,0.0,0.0,199385.61350822682,0.0,0.0,0.0,0.0,32285.867687963517,122456.32057817899,0.0,0.0,0.0,0.0,29203.930902627348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.004275,54.0,-116.0,14.333833613093796,10665326.406977614,230924.6807938494,9230.474298093419,56909.72365173826,76056.2354512208,0.0,0.0,19356.344050513755,191229.9692847662,1230045.8795971507,153342.7236047573,0.0,0.0,0.0,32482.76258881376,101870.18300693519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.15682375,99.0,-97.0,13.163882849342002,9394001.560743295,338886.4241670514,9268.563413205497,54258.49126891287,84887.09965664774,8665.052640698439,0.0,147179.904949744,329722.3416073151,1254688.177580149,122600.91428981548,0.0,0.0,0.0,18258.013437732392,93623.97500584945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.07737125,127.0,-128.0,13.810382628588133,10029851.802196512,351210.1108020047,20094.557719371238,69528.97002993048,97900.73657517105,10361.73889126184,0.0,111461.67864474039,356269.17965547123,1452114.5771882557,163205.27776966555,0.0,0.0,0.0,32114.342240625025,106109.97391538002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.68992375,28.0,-27.0,15.024219817619892,21838233.554192156,539120.8992373181,237265.25969244615,129972.60570683012,69081.13562085843,0.0,191474.25028926952,2916316.809135291,84982.05872995962,0.0,0.0,0.0,0.0,0.0,31098.931300197946,75243.99523995086,0.0,0.0,175784.01086321543,0.0,0.0,0.0,0.0,23623.926014508717,646760.3787460282,0.0,0.0,0.0,0.0,50270.820739952935,9694.694821250478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.04506625,127.0,-95.0,13.354505165359786,10657568.642447224,379331.35196788644,36836.47819963295,0.0,101542.50598073781,12418.71879702423,0.0,60960.49608003366,160971.98795191763,1405150.3284150278,204673.21148882952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55976.852499461434,12933.834371166216,0.0,0.0,0.0,0.0,62141.11272735767,0.0,0.0,0.0,19290.649961870567,64243.18173973251,0.0,18410.187514185847,969731.8310355719,1426286.1200518357,25845.555046177942,0.0,0.0,0.0,659431.3081955415,417332.0364454915,148427.86580106124,0.0,0.0,0.0,136233.92192697668,0.0
